item, latitude, longitude
IMG_0_2009.jpg, 35.16007874806043, -119.46029460502243
IMG_1_2009.jpg, 35.15683166867222, -119.45582817846532
IMG_2_2009.jpg, 35.152542141316786, -119.45924829845967
IMG_3_2009.jpg, 35.161758064802825, -119.45920525975205
IMG_4_2009.jpg, 35.16689371443759, -119.45364340804734
IMG_5_2009.jpg, 35.163024837210415, -119.461783617189
IMG_6_2009.jpg, 35.1526079984748, -119.46093835854312
IMG_7_2009.jpg, 35.15337162391384, -119.46009827584037
IMG_8_2009.jpg, 35.18022302258834, -119.45991608848063
IMG_9_2009.jpg, 35.15844673220585, -119.45413762947146
IMG_10_2009.jpg, 35.178458258773524, -119.45410736778256
IMG_11_2009.jpg, 35.151251150473385, -119.46763938982295
IMG_12_2009.jpg, 35.16222790060978, -119.45770359574719
IMG_13_2009.jpg, 35.17691537182326, -119.46524676354099
IMG_14_2009.jpg, 35.15201709726367, -119.46390549234782
