item, latitude, longitude
IMG_0_1789.jpg, 32.05327997333954, -81.11285714240933
IMG_1_1789.jpg, 32.04978041960871, -81.11189780336896
IMG_2_1789.jpg, 32.05488528205173, -81.11439664333814
IMG_3_1789.jpg, 32.05388420870251, -81.10789722948296
IMG_4_1789.jpg, 32.053815336038085, -81.1142925651038
IMG_5_1789.jpg, 32.050107240933265, -81.1103286262404
IMG_6_1789.jpg, 32.04898317011068, -81.1136316774839
IMG_7_1789.jpg, 32.04683684117648, -81.10520302146784
IMG_8_1789.jpg, 32.05047300127158, -81.11482631450772
IMG_9_1789.jpg, 32.047675635020376, -81.11167315425475
IMG_10_1789.jpg, 32.053516946209456, -81.10920756744731
IMG_11_1789.jpg, 32.048657362368544, -81.11358172363134
IMG_12_1789.jpg, 32.04913981200878, -81.10355582718981
IMG_13_1789.jpg, 32.050855366721855, -81.1086843991326
IMG_14_1789.jpg, 32.05289454460358, -81.10833780316416
