item, latitude, longitude
IMG_0_1103.jpg, 42.793007065120094, -83.71323382545192
IMG_1_1103.jpg, 42.79235099971503, -83.71806375731927
IMG_2_1103.jpg, 42.79456865557833, -83.71155556600893
IMG_3_1103.jpg, 42.79735798843072, -83.73567977997139
IMG_4_1103.jpg, 42.803183679914284, -83.73618303957457
IMG_5_1103.jpg, 42.791450352914616, -83.71677628668088
IMG_6_1103.jpg, 42.79984633824018, -83.73049093188547
IMG_7_1103.jpg, 42.796905704840135, -83.73985281874332
IMG_8_1103.jpg, 42.79782676243035, -83.71042277400751
IMG_9_1103.jpg, 42.79233161772408, -83.72410411293633
IMG_10_1103.jpg, 42.797018504609156, -83.71256599425276
IMG_11_1103.jpg, 42.79854478960358, -83.74328512937157
IMG_12_1103.jpg, 42.790255225664, -83.7256150057016
IMG_13_1103.jpg, 42.79906467510827, -83.71120578789214
IMG_14_1103.jpg, 42.7971795107006, -83.7412314563652
