item, latitude, longitude
IMG_0_3438.jpg, 42.95906023028395, -78.89841889259611
IMG_1_3438.jpg, 42.95703809662993, -78.90126319599624
IMG_2_3438.jpg, 42.94947073429888, -78.90783428748199
IMG_3_3438.jpg, 42.95185197118547, -78.9076248770247
IMG_4_3438.jpg, 42.954711670238595, -78.9005077216326
IMG_5_3438.jpg, 42.95724990974387, -78.89689410024948
IMG_6_3438.jpg, 42.949116744079824, -78.90830818969783
IMG_7_3438.jpg, 42.955024012255166, -78.90057696235354
IMG_8_3438.jpg, 42.955646828133105, -78.90689721164063
IMG_9_3438.jpg, 42.95916345075764, -78.89768949902826
IMG_10_3438.jpg, 42.95133202172236, -78.9078637272598
IMG_11_3438.jpg, 42.95230432119595, -78.90273616117057
IMG_12_3438.jpg, 42.95435282547073, -78.90415427316918
IMG_13_3438.jpg, 42.953842167198715, -78.90929933359855
IMG_14_3438.jpg, 42.95307005202115, -78.90881127879432
