item, latitude, longitude
IMG_0_368.jpg, 39.86119065904962, -105.01020244200582
IMG_1_368.jpg, 39.86084835647154, -105.01850174337338
IMG_2_368.jpg, 39.861867898044416, -105.0163217994458
IMG_3_368.jpg, 39.86223877274758, -105.02401492891127
IMG_4_368.jpg, 39.8609676073045, -105.00657284796097
IMG_5_368.jpg, 39.860016836793285, -105.02304280469129
IMG_6_368.jpg, 39.86322511341899, -105.00837504951194
IMG_7_368.jpg, 39.86317300286563, -105.01343985586325
IMG_8_368.jpg, 39.860518953490306, -105.01549168581907
IMG_9_368.jpg, 39.86154642526385, -105.01825416799659
IMG_10_368.jpg, 39.860469695278965, -105.01488455778714
IMG_11_368.jpg, 39.863137320156476, -105.0210359735856
IMG_12_368.jpg, 39.86190341368066, -105.02160337964098
IMG_13_368.jpg, 39.861187454770345, -105.0133604717243
IMG_14_368.jpg, 39.86322994637177, -105.01383529454438
