item, latitude, longitude
IMG_0_546.jpg, 30.42195212932155, -91.18566802483296
IMG_1_546.jpg, 30.423037196713015, -91.18683010781717
IMG_2_546.jpg, 30.427391278838265, -91.18842726480223
IMG_3_546.jpg, 30.425599477130856, -91.18354034136534
IMG_4_546.jpg, 30.425750356201725, -91.18534678077513
IMG_5_546.jpg, 30.41967452884173, -91.19116001893711
IMG_6_546.jpg, 30.41987454092337, -91.19305765716084
IMG_7_546.jpg, 30.42209455148086, -91.18381245146081
IMG_8_546.jpg, 30.420734691275765, -91.19020429237277
IMG_9_546.jpg, 30.42743906653431, -91.1874746402525
IMG_10_546.jpg, 30.422275436216307, -91.19156799496703
IMG_11_546.jpg, 30.425782463735924, -91.1915160382147
IMG_12_546.jpg, 30.4274225935756, -91.1869640031546
IMG_13_546.jpg, 30.425143371160644, -91.19185781081964
IMG_14_546.jpg, 30.42791935707863, -91.1823922322565
